#
# normalized intensity time variation of all 1681 pixels for:
# fieldID  = ff4174be
# filterID = 13
# datapath = ../d/sentinel/
#
# x  y  i[month#1]  i[month#2]   i[month#3]   ...   i[month#12]
00   00   0.5973   0.6671   0.5650   0.5385   0.4438   0.4684   0.5356   0.6213   0.6634   0.5910   0.5593   0.5275
00   01   0.5973   0.6671   0.5650   0.5385   0.4438   0.4684   0.5356   0.6213   0.6634   0.5910   0.5593   0.5275
00   02   0.5648   0.6625   0.5728   0.5679   0.3803   0.4016   0.5127   0.7971   0.6580   0.5322   0.4996   0.4670
00   03   0.5648   0.6625   0.5728   0.5679   0.3803   0.4016   0.5127   0.7971   0.6580   0.5322   0.4996   0.4670
00   04   0.5245   0.5419   0.4871   0.5160   0.4161   0.4254   0.4579   0.6130   0.5480   0.5379   0.5225   0.5071
00   05   0.5245   0.5419   0.4871   0.5160   0.4161   0.4254   0.4579   0.6130   0.5480   0.5379   0.5225   0.5071
00   06   0.5820   0.5488   0.5033   0.5204   0.5839   0.5776   0.4815   0.5262   0.5356   0.6941   0.6546   0.6152
00   07   0.5820   0.5488   0.5033   0.5204   0.5839   0.5776   0.4815   0.5262   0.5356   0.6941   0.6546   0.6152
00   08   0.8126   0.7224   0.6729   0.6656   0.7612   0.7439   0.6663   0.6804   0.7190   0.9254   0.9141   0.9028
00   09   0.8126   0.7224   0.6729   0.6656   0.7612   0.7439   0.6663   0.6804   0.7190   0.9254   0.9141   0.9028
00   10   0.8834   0.8959   0.7675   0.8197   0.8102   0.7758   0.8505   0.8154   0.8252   0.8755   0.8732   0.8708
00   11   0.8834   0.8959   0.7675   0.8197   0.8102   0.7758   0.8505   0.8154   0.8252   0.8755   0.8732   0.8708
00   12   0.6547   0.6519   0.6459   0.6562   0.5535   0.5367   0.6227   0.5633   0.7503   0.7838   0.7206   0.6574
00   13   0.6547   0.6519   0.6459   0.6562   0.5535   0.5367   0.6227   0.5633   0.7503   0.7838   0.7206   0.6574
00   14   0.5629   0.5833   0.5584   0.5454   0.4417   0.4336   0.4691   0.4974   0.7481   0.6637   0.6031   0.5425
00   15   0.5629   0.5833   0.5584   0.5454   0.4417   0.4336   0.4691   0.4974   0.7481   0.6637   0.6031   0.5425
00   16   0.6066   0.7394   0.6129   0.6393   0.4389   0.4469   0.4968   0.7197   0.7718   0.5885   0.5312   0.4738
00   17   0.6066   0.7394   0.6129   0.6393   0.4389   0.4469   0.4968   0.7197   0.7718   0.5885   0.5312   0.4738
00   18   0.6172   0.7537   0.6645   0.6600   0.4369   0.4439   0.5344   0.7369   0.7713   0.5898   0.5352   0.4806
00   19   0.6172   0.7537   0.6645   0.6600   0.4369   0.4439   0.5344   0.7369   0.7713   0.5898   0.5352   0.4806
00   20   0.5764   0.6980   0.6255   0.6813   0.4231   0.4239   0.4868   0.6763   0.7023   0.5512   0.5030   0.4548
00   21   0.5764   0.6980   0.6255   0.6813   0.4231   0.4239   0.4868   0.6763   0.7023   0.5512   0.5030   0.4548
00   22   0.5668   0.6782   0.5824   0.6306   0.4010   0.4128   0.4732   0.6376   0.6974   0.5209   0.4882   0.4555
00   23   0.5668   0.6782   0.5824   0.6306   0.4010   0.4128   0.4732   0.6376   0.6974   0.5209   0.4882   0.4555
00   24   0.5010   0.6091   0.5362   0.5354   0.3982   0.3808   0.4667   0.5832   0.6877   0.4817   0.4373   0.3929
00   25   0.5010   0.6091   0.5362   0.5354   0.3982   0.3808   0.4667   0.5832   0.6877   0.4817   0.4373   0.3929
00   26   0.4416   0.5359   0.5087   0.5047   0.4396   0.3883   0.3843   0.5612   0.5825   0.4627   0.4050   0.3474
00   27   0.4416   0.5359   0.5087   0.5047   0.4396   0.3883   0.3843   0.5612   0.5825   0.4627   0.4050   0.3474
00   28   0.4901   0.5981   0.5488   0.5379   0.3837   0.3801   0.4008   0.6391   0.6413   0.5177   0.4499   0.3821
00   29   0.4901   0.5981   0.5488   0.5379   0.3837   0.3801   0.4008   0.6391   0.6413   0.5177   0.4499   0.3821
00   30   0.5308   0.6653   0.5596   0.5391   0.3713   0.3831   0.4161   0.6616   0.6958   0.5480   0.4722   0.3963
00   31   0.5308   0.6653   0.5596   0.5391   0.3713   0.3831   0.4161   0.6616   0.6958   0.5480   0.4722   0.3963
00   32   0.4528   0.5631   0.5201   0.5485   0.3782   0.3645   0.4391   0.6098   0.6392   0.5139   0.4283   0.3426
00   33   0.4528   0.5631   0.5201   0.5485   0.3782   0.3645   0.4391   0.6098   0.6392   0.5139   0.4283   0.3426
00   34   0.4123   0.4949   0.5039   0.5780   0.3347   0.3237   0.3855   0.5188   0.5723   0.4855   0.4076   0.3297
00   35   0.4123   0.4949   0.5039   0.5780   0.3347   0.3237   0.3855   0.5188   0.5723   0.4855   0.4076   0.3297
00   36   0.5201   0.5976   0.5596   0.5836   0.4203   0.3742   0.3973   0.5058   0.6526   0.5563   0.4994   0.4426
00   37   0.5201   0.5976   0.5596   0.5836   0.4203   0.3742   0.3973   0.5058   0.6526   0.5563   0.4994   0.4426
